City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Eureka,US,40.8021,-124.1637,58.39,95,65,4.18,broken clouds
348,Udachnyy,RU,66.4167,112.4,-9.17,92,100,4.97,overcast clouds
349,Santa Cruz,BO,-17.8,-63.1667,76.46,83,20,9.22,few clouds
350,Lagoa,PT,39.05,-27.9833,61.14,62,89,9.4,overcast clouds
351,Qaqortoq,GL,60.7167,-46.0333,39.7,100,100,6.04,moderate rain
352,Aranos,NA,-24.1333,19.1167,61.3,13,0,3.11,clear sky
353,Constantine,DZ,36.365,6.6147,48.4,53,100,16.02,overcast clouds
354,Ostersund,SE,63.1792,14.6357,14.45,92,90,4.61,overcast clouds
355,Ixtapa,MX,20.7,-105.2,79.83,74,90,5.75,overcast clouds
356,Msanga,TZ,-6.05,36.0333,67.01,81,100,5.41,overcast clouds
357,Roald,NO,62.5833,6.1333,24.94,80,8,11.5,clear sky
358,Russkaya Polyana,UA,49.417,31.9201,41.72,88,7,4.65,clear sky
359,Sarh,TD,9.1429,18.3923,73.83,20,100,2.62,overcast clouds
360,Hailey,US,43.5196,-114.3153,37.26,75,1,0.0,clear sky
361,Tessalit,ML,20.1986,1.0114,74.5,22,5,4.52,clear sky
362,General Pico,AR,-35.6566,-63.7568,59.52,91,100,5.91,overcast clouds
363,Bulgan,MN,48.8125,103.5347,10.15,96,61,2.13,broken clouds
364,Port Keats,AU,-14.25,129.55,92.75,41,17,2.35,few clouds
365,Ewa Beach,US,21.3156,-158.0072,82.35,58,90,5.75,overcast clouds
366,Calahorra,ES,42.3051,-1.9652,37.31,96,71,15.52,light rain
367,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.67,88,54,3.58,moderate rain
368,Christchurch,NZ,-43.5333,172.6333,55.6,94,90,13.8,moderate rain
369,Mareeba,AU,-17.0,145.4333,81.32,58,41,6.29,light rain
370,Timmins,CA,48.4669,-81.3331,3.02,85,20,0.0,few clouds
371,Suntar,RU,62.1444,117.6319,0.46,89,97,7.29,overcast clouds
372,Kissing,DE,48.3037,10.9709,33.48,93,90,3.44,overcast clouds
373,Charters Towers,AU,-20.1,146.2667,90.72,42,5,11.43,light rain
374,Alice Springs,AU,-23.7,133.8833,76.55,25,1,10.36,clear sky
375,Santa Teresa,VE,10.2341,-66.6631,74.32,98,31,1.9,scattered clouds
376,Clyde River,CA,70.4692,-68.5914,-8.73,99,97,5.93,overcast clouds
377,Ust-Kuyga,RU,70.0167,135.6,-3.03,99,100,2.26,light snow
378,Kyshtovka,RU,56.555,76.6271,23.72,93,100,12.8,overcast clouds
379,Nishihara,JP,26.1842,127.7558,71.26,56,75,18.41,broken clouds
380,Aksarka,RU,66.5606,67.7975,-19.84,100,65,4.43,broken clouds
381,Egvekinot,RU,66.3167,-179.1667,-16.08,84,0,4.97,clear sky
382,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.67,71,50,2.24,scattered clouds
383,Zhigansk,RU,66.7697,123.3711,-1.62,98,100,6.82,overcast clouds
384,Salta,AR,-24.7859,-65.4117,72.84,79,100,3.27,overcast clouds
385,Lafayette,US,30.2335,-92.0668,53.62,82,90,0.0,overcast clouds
386,Shitanjing,CN,39.2342,106.3439,31.24,42,18,6.33,few clouds
387,Riverton,US,40.5219,-111.9391,41.5,75,1,3.44,clear sky
388,Katangli,RU,51.7102,143.2326,26.29,68,10,14.0,clear sky
389,Kashi,CN,39.4547,75.9797,27.59,52,58,2.21,broken clouds
390,Sharjah,AE,25.3573,55.4033,73.38,83,0,4.61,clear sky
391,Metu,ET,8.3,35.5833,57.06,78,14,2.98,few clouds
392,Outlook,CA,51.5001,-107.0513,20.8,88,100,6.13,overcast clouds
393,Luena,AO,-11.7833,19.9167,61.93,97,100,1.99,light rain
394,Golub-Dobrzyn,PL,53.1109,19.0538,31.53,92,86,6.98,overcast clouds
395,Dali,CN,25.7,100.1833,47.77,69,3,1.05,clear sky
396,Severnyy,RU,50.677,36.5532,42.84,100,90,4.47,fog
397,Faanui,PF,-16.4833,-151.75,81.37,73,17,17.85,few clouds
398,Sloboda,RU,51.1421,40.3021,39.69,93,100,10.71,overcast clouds
399,Lisieux,FR,49.1667,0.1667,40.73,87,100,22.03,light rain
400,Hirado,JP,33.3597,129.5531,53.22,50,12,12.37,few clouds
401,Pochutla,MX,15.7432,-96.4661,81.45,75,37,3.49,scattered clouds
402,Kuala Terengganu,MY,5.3302,103.1408,78.19,86,100,10.67,very heavy rain
403,Moquegua,PE,-17.1956,-70.9353,65.19,62,96,2.33,overcast clouds
404,Sucua,EC,-2.4667,-78.1667,68.25,97,23,3.06,few clouds
405,Marawi,PH,7.9986,124.2928,77.41,73,100,0.83,overcast clouds
406,Ahipara,NZ,-35.1667,173.1667,70.93,57,93,4.68,overcast clouds
407,Inverell,AU,-29.7833,151.1167,70.03,78,89,5.79,moderate rain
408,Edeia,BR,-17.3383,-49.9314,73.15,84,17,4.0,few clouds
409,Moron,AR,-34.6534,-58.6198,71.35,68,100,12.46,overcast clouds
410,Syumsi,RU,57.1111,51.6149,18.45,81,100,9.98,overcast clouds
411,Columbus,US,39.9612,-82.9988,39.72,59,90,9.22,overcast clouds
412,Leca Da Palmeira,PT,41.191,-8.7003,39.61,87,0,3.44,clear sky
413,Batagay,RU,67.6333,134.6333,-7.67,100,100,2.17,overcast clouds
414,Grimshaw,CA,56.1834,-117.6027,26.55,86,100,6.31,overcast clouds
415,San Cristobal,VE,7.7669,-72.225,73.58,93,38,1.39,scattered clouds
416,Zhumadian,CN,32.9794,114.0294,47.68,71,60,2.84,broken clouds
417,Acarau,BR,-2.8856,-40.12,80.24,80,86,13.35,overcast clouds
418,Tual,ID,-5.6667,132.75,83.66,67,100,4.34,heavy intensity rain
419,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.63,90,100,1.59,overcast clouds
420,Mercedes,AR,-34.6515,-59.4307,69.48,62,100,11.7,light rain
421,Atasu,KZ,48.6814,71.6433,7.3,86,13,5.3,few clouds
422,Lieksa,FI,63.3167,30.0167,12.34,97,100,8.19,overcast clouds
423,Port Jervis,US,41.3751,-74.6927,34.61,67,99,6.4,overcast clouds
424,Albury,AU,-36.0833,146.9167,68.05,45,0,3.44,clear sky
425,Kedrovyy,RU,56.1667,91.8167,19.81,93,100,14.03,snow
426,Morros,BR,-9.4467,-46.3003,74.37,81,54,3.4,broken clouds
427,Lavrentiya,RU,65.5833,-171.0,-10.7,94,6,7.7,clear sky
428,Guerrero Negro,MX,27.9769,-114.0611,67.66,63,0,11.9,clear sky
429,Adavere,EE,58.7086,25.8994,26.55,82,100,9.44,light snow
430,Le Port,RE,-20.9373,55.2919,77.0,82,43,6.35,light rain
431,Ciudad Bolivar,VE,8.1222,-63.5497,79.54,78,57,11.1,broken clouds
432,Vila,PT,42.0304,-8.1588,31.08,91,10,6.93,clear sky
433,Saint-Leu,RE,-21.15,55.2833,76.06,85,78,3.11,light rain
434,Hidalgo,MX,20.5,-99.0,58.46,86,6,4.92,clear sky
435,Broome,US,42.2506,-75.833,29.17,68,90,4.61,overcast clouds
436,Umea,SE,63.8284,20.2597,15.73,92,90,6.91,overcast clouds
437,Orotukan,RU,62.2667,151.7,-21.37,83,9,2.33,clear sky
438,Andra,RU,62.5147,65.8878,14.02,90,26,7.2,scattered clouds
439,Tiksi,RU,71.6872,128.8694,-7.64,96,100,6.82,overcast clouds
440,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,53,0,20.71,clear sky
441,Dunedin,NZ,-45.8742,170.5036,60.89,61,0,12.33,clear sky
442,Mao,ES,39.8885,4.2658,45.16,93,75,6.91,broken clouds
443,Kathmandu,NP,27.7167,85.3167,46.62,100,20,2.3,mist
444,Hofn,IS,64.2539,-15.2082,34.03,62,100,21.97,overcast clouds
445,Yeppoon,AU,-23.1333,150.7333,80.38,71,4,11.88,clear sky
446,Vrangel,RU,42.7297,133.0839,35.38,42,0,7.81,clear sky
447,Teguise,ES,29.0605,-13.564,59.22,72,20,9.22,few clouds
448,Shelburne,CA,44.0787,-80.2041,27.05,90,100,1.92,overcast clouds
449,Saint-Francois,FR,46.4154,3.9054,35.04,93,90,8.05,overcast clouds
450,Shenjiamen,CN,29.9576,122.298,62.15,68,100,14.05,overcast clouds
451,Vega De Alatorre,MX,20.0333,-96.6333,69.31,86,48,1.68,scattered clouds
452,Ninghai,CN,29.2892,121.4247,56.73,87,100,3.36,overcast clouds
453,San Quintin,MX,30.4833,-115.95,63.46,66,0,3.31,clear sky
454,Broken Hill,AU,-31.95,141.4333,71.26,42,60,17.22,broken clouds
455,Dolores,AR,-36.3132,-57.6792,64.49,80,100,15.26,overcast clouds
456,Huarmey,PE,-10.0681,-78.1522,67.03,83,100,9.35,overcast clouds
457,Minsk,BY,53.9,27.5667,33.55,90,100,10.29,overcast clouds
458,Nelson Bay,AU,-32.7167,152.15,69.85,72,100,12.8,overcast clouds
459,Sol-Iletsk,RU,51.1631,54.9918,16.77,84,68,8.14,broken clouds
460,Solnechnyy,RU,50.7214,136.6319,17.24,82,63,5.35,broken clouds
461,Yongan,CN,39.6957,113.6871,37.76,49,61,2.57,broken clouds
462,Miri,MY,4.4148,114.0089,78.8,88,100,4.05,overcast clouds
463,Santo Anastacio,BR,-21.8383,-51.6103,71.56,49,0,6.42,clear sky
464,Nuuk,GL,64.1835,-51.7216,38.01,100,75,4.61,light snow
465,San Luis,AR,-33.295,-66.3356,59.63,86,36,16.51,light rain
466,Korba,IN,22.35,82.6833,57.58,50,94,4.32,overcast clouds
467,Gidam,IN,18.9833,81.4,58.89,78,70,2.8,broken clouds
468,Coihaique,CL,-45.5752,-72.0662,51.75,50,75,8.05,broken clouds
469,Manama,BH,26.2154,50.5832,73.38,73,0,9.22,clear sky
470,Voskresenskoye,RU,56.8381,45.4317,27.82,94,100,12.64,light snow
471,Talkha,EG,31.0539,31.3779,63.7,55,98,4.97,overcast clouds
472,Sibundoy,CO,1.2048,-76.9237,55.6,97,100,1.16,overcast clouds
473,Mackay,AU,-21.15,149.2,81.52,72,5,7.07,light rain
474,Grand Gaube,MU,-20.0064,57.6608,72.0,71,0,8.75,clear sky
475,Maues,BR,-3.3836,-57.7186,76.68,90,100,2.01,overcast clouds
476,Tulle,FR,45.3333,1.8333,33.55,98,100,7.83,light rain
477,Barinitas,VE,8.7622,-70.4111,70.3,91,24,4.36,few clouds
478,Krasnomayskiy,RU,57.6194,34.4099,34.95,99,100,4.47,light snow
479,Pareora,NZ,-44.4871,171.2132,52.38,85,100,6.38,overcast clouds
480,Colares,PT,38.7992,-9.4469,45.59,55,97,21.32,overcast clouds
481,Nizhniy Tsasuchey,RU,50.5167,115.1333,17.47,70,100,13.76,overcast clouds
482,Alyangula,AU,-13.8483,136.4192,88.86,50,87,8.1,overcast clouds
483,Tazovskiy,RU,67.4667,78.7,1.06,96,100,6.76,overcast clouds
484,Tongliao,CN,43.6125,122.2653,32.5,87,100,11.01,overcast clouds
485,Porto Velho,BR,-8.7619,-63.9039,78.85,94,75,0.0,broken clouds
486,Neokhorion,GR,41.1833,23.25,54.59,82,97,3.0,overcast clouds
487,Xacmaz,AZ,41.4635,48.806,44.19,79,100,2.71,overcast clouds
488,Hadrut,AZ,39.52,47.0318,48.06,51,100,2.84,overcast clouds
489,Yertarskiy,RU,56.7902,64.2995,23.94,92,42,7.74,scattered clouds
490,Amapa,BR,1.0,-52.0,72.09,98,7,2.51,clear sky
491,Okha,RU,53.5739,142.9478,29.57,68,26,18.23,scattered clouds
492,Palana,RU,59.1167,159.9667,3.61,93,100,5.97,overcast clouds
493,Doha,QA,25.2867,51.5333,73.38,68,0,9.22,clear sky
494,Ketchikan,US,55.3422,-131.6461,46.87,93,90,20.71,moderate rain
495,Tuatapere,NZ,-46.1333,167.6833,62.38,44,0,5.77,clear sky
496,Samarai,PG,-10.6167,150.6667,83.77,72,100,6.62,overcast clouds
497,Tunceli,TR,39.1083,39.5471,45.46,93,100,0.94,moderate rain
498,Zhezkazgan,KZ,47.8043,67.7144,16.09,83,20,9.69,few clouds
499,Atambua,ID,-9.1061,124.8925,84.51,62,94,1.03,overcast clouds
500,Gilleleje,DK,56.122,12.3106,37.27,98,100,10.42,overcast clouds
501,Matam,SN,15.6175,-13.3303,82.62,22,4,11.59,clear sky
502,Maracacume,BR,-2.0428,-45.9592,74.84,90,96,3.6,overcast clouds
503,Koungou,YT,-12.7336,45.2042,78.51,83,0,10.36,light rain
504,Mogadishu,SO,2.0371,45.3438,80.11,77,14,6.08,few clouds
505,Bismil,TR,37.8486,40.6658,50.11,72,100,1.59,overcast clouds
506,Ponca City,US,36.707,-97.0856,51.76,46,1,5.75,clear sky
507,Kahului,US,20.8947,-156.47,83.46,61,1,19.57,clear sky
508,Terney,RU,45.0503,136.6092,32.0,53,0,8.32,clear sky
509,Biak,ID,-0.9131,122.8766,81.41,75,88,3.06,overcast clouds
510,Portland,US,45.5234,-122.6762,61.38,88,90,9.22,overcast clouds
511,Vestmannaeyjar,IS,63.4427,-20.2734,37.26,80,100,11.7,overcast clouds
512,Ilulissat,GL,69.2167,-51.1,23.02,63,100,13.8,overcast clouds
513,Xichang,CN,27.8964,102.2634,47.14,82,11,1.41,few clouds
514,Arlit,NE,18.7369,7.3853,74.62,15,5,7.52,clear sky
515,Ostrovnoy,RU,68.0531,39.5131,9.37,88,89,8.61,overcast clouds
516,Koslan,RU,63.4564,48.8989,11.48,96,100,4.74,overcast clouds
517,Birin,NP,26.8865,88.0718,47.8,64,0,5.64,clear sky
518,Sisimiut,GL,66.9395,-53.6735,26.46,94,100,10.13,snow
519,Antalaha,MG,-14.9003,50.2788,74.62,85,81,2.3,light rain
520,Chaihe,CN,44.7667,129.7,19.09,79,6,4.9,clear sky
521,Havoysund,NO,70.9963,24.6622,20.28,79,39,18.14,scattered clouds
522,Sanctorum,MX,19.1,-98.25,58.32,54,1,5.75,clear sky
523,Porto Walter,BR,-8.2686,-72.7439,74.17,94,100,1.34,light rain
524,Sakakah,SA,29.9697,40.2064,56.75,49,9,4.52,clear sky
525,Duluth,US,46.7833,-92.1066,34.86,67,1,12.66,clear sky
526,Porosozero,RU,62.7191,32.727,17.01,93,100,9.1,overcast clouds
527,Galle,LK,6.0367,80.217,76.77,87,93,5.32,overcast clouds
528,Hambantota,LK,6.1241,81.1185,78.03,86,100,4.23,overcast clouds
529,Tampere,FI,61.4991,23.7871,15.91,92,90,8.05,overcast clouds
530,Westport,US,41.1415,-73.3579,37.15,51,1,4.61,clear sky
531,Kasongo-Lunda,CD,-6.4667,16.8167,68.13,98,84,0.49,broken clouds
532,Emerald,AU,-23.5333,148.1667,88.56,46,10,11.61,clear sky
533,Arandis,NA,-22.4167,14.9667,55.71,49,0,1.68,clear sky
534,Quelimane,MZ,-17.8786,36.8883,69.75,88,20,2.3,few clouds
535,Brae,GB,60.3964,-1.353,31.91,61,100,16.55,overcast clouds
536,Vanavara,RU,60.34,102.2797,5.65,95,97,5.48,overcast clouds
537,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,4.19,98,94,5.44,overcast clouds
538,Takoradi,GH,4.8845,-1.7554,78.93,83,100,6.17,overcast clouds
539,Tonota,BW,-21.4833,27.4833,61.65,73,0,13.18,clear sky
540,Lethem,GY,3.3803,-59.7968,79.18,77,83,8.75,broken clouds
541,Chernyshevskiy,RU,63.0128,112.4714,-5.12,98,99,7.27,overcast clouds
542,Portage,US,41.1667,-81.1998,30.61,93,90,3.44,snow
543,Bejuco,PA,8.6,-79.8833,76.82,89,100,10.96,overcast clouds
544,Alexandria,EG,31.2156,29.9553,69.57,46,1,8.55,clear sky
545,Otane,NZ,-39.8833,176.6333,71.71,52,100,3.36,overcast clouds
546,Dubai,AE,25.2582,55.3047,73.33,83,0,3.44,clear sky
547,Fare,PF,-16.7,-151.0167,81.25,72,8,16.15,clear sky
548,Aswan,EG,24.0934,32.907,69.75,30,2,8.88,clear sky
549,High Level,CA,58.5169,-117.136,17.71,79,75,11.5,broken clouds
550,Belmonte,BR,-15.8631,-38.8828,70.3,91,100,0.89,heavy intensity rain
551,Itaqui,BR,-29.1253,-56.5531,71.87,72,100,11.5,overcast clouds
552,Richards Bay,ZA,-28.783,32.0377,65.7,78,16,17.6,light rain
553,Raglan,NZ,-37.8,174.8833,69.19,62,99,7.81,overcast clouds
554,Honningsvag,NO,70.9821,25.9704,24.55,72,27,24.05,scattered clouds
555,Poplar Bluff,US,36.757,-90.3929,46.18,65,1,10.36,clear sky
556,Porto Novo,BJ,6.4965,2.6036,79.79,83,100,5.21,overcast clouds
557,Renqiu,CN,38.6989,116.0936,45.32,70,100,4.0,overcast clouds
558,Waipawa,NZ,-41.4122,175.5153,61.43,76,100,4.41,light rain
559,Khorramshahr,IR,30.4397,48.1664,64.02,42,81,12.26,broken clouds
560,Makakilo City,US,21.3469,-158.0858,80.35,57,40,6.91,scattered clouds
561,Henties Bay,NA,-22.116,14.2845,57.74,90,0,6.89,clear sky
562,Shubarshi,KZ,48.5872,57.1869,22.6,78,96,8.9,overcast clouds
563,Kantang,TH,7.4054,99.5156,80.62,75,84,4.61,broken clouds
564,Chala,TZ,-7.5833,31.2667,58.6,87,35,3.6,scattered clouds
565,Terrace,CA,54.5163,-128.6035,35.51,100,90,8.05,moderate rain
566,Nhulunbuy,AU,-12.2333,136.7667,95.61,34,40,9.22,scattered clouds
567,Cam Ranh,VN,11.9214,109.1591,76.96,94,75,12.66,broken clouds
568,Sydney,AU,-33.8679,151.2073,63.84,68,75,19.57,broken clouds
569,Lillooet,CA,50.6856,-121.942,43.7,96,100,2.93,overcast clouds
570,Sabancuy,MX,18.9667,-91.1833,74.5,77,40,5.61,scattered clouds
571,Bayan,CN,46.0833,127.4,31.69,82,80,13.29,broken clouds
572,Masterton,NZ,-40.9597,175.6575,67.19,60,100,3.69,light rain
573,Ust-Nera,RU,64.5667,143.2,-11.27,98,100,6.87,overcast clouds
574,Amboasary,MG,-25.0333,46.3833,60.28,71,2,7.43,clear sky
575,Derzhavinsk,KZ,51.1,66.3167,2.37,83,8,4.45,clear sky
576,Cairns,AU,-16.9167,145.7667,87.75,66,40,9.22,scattered clouds
577,Umm Lajj,SA,25.0213,37.2685,78.69,50,3,8.23,clear sky
578,Alihe,CN,50.5667,123.7167,17.01,76,100,1.21,overcast clouds
579,Erzin,TR,36.9559,36.2,55.92,61,100,4.21,overcast clouds
580,Santa Rosa,PH,14.3122,121.1114,79.56,84,100,9.82,light rain
581,Ullapool,GB,57.8987,-5.1604,35.74,92,100,4.05,light rain
582,Gouyave,GD,12.1646,-61.7296,80.15,81,19,14.25,few clouds
583,Houston,US,29.7633,-95.3633,55.42,82,90,9.22,overcast clouds
584,Alekseyevka,RU,50.6309,38.6903,43.14,98,100,9.37,overcast clouds
585,Batemans Bay,AU,-35.7167,150.1833,62.87,63,100,8.88,overcast clouds
586,Garowe,SO,8.4054,48.4845,72.16,78,5,7.92,clear sky
587,Luderitz,NA,-26.6481,15.1594,59.45,85,5,5.21,clear sky
588,Ayan,RU,56.45,138.1667,18.66,57,100,16.58,overcast clouds
589,Envira,BR,-7.3,-70.2167,74.97,87,90,2.08,overcast clouds
590,Okhotsk,RU,59.3833,143.3,5.32,74,1,17.02,clear sky
591,Kalininsk,RU,51.5,44.4758,34.03,97,100,14.41,overcast clouds
592,Nikolayevka,RU,53.1257,47.2041,32.54,94,100,15.64,snow
593,Omboue,GA,-1.5746,9.2618,75.87,90,100,0.45,overcast clouds
594,Timberlake,US,37.3207,-79.2575,38.32,51,1,3.44,clear sky
595,Muravlenko,RU,63.7898,74.523,4.89,95,99,12.39,overcast clouds
596,Damara,CF,4.9608,18.7035,71.82,48,84,1.52,broken clouds
597,Sorland,NO,67.667,12.6934,36.57,64,100,24.96,light rain
598,Inuvik,CA,68.3499,-133.7218,-8.9,95,100,16.67,overcast clouds
599,Kadoshkino,RU,54.0257,44.4191,33.04,98,100,15.64,overcast clouds
600,Cayenne,GF,4.9333,-52.3333,77.04,94,40,3.44,scattered clouds
601,Praia Da Vitoria,PT,38.7333,-27.0667,60.03,69,93,7.76,overcast clouds
602,Byron Bay,AU,-28.65,153.6167,77.11,86,97,12.71,overcast clouds
603,Kattivakkam,IN,13.2167,80.3167,78.89,89,100,6.98,overcast clouds
604,Rodrigues Alves,BR,-7.738,-72.6509,73.83,93,100,0.76,heavy intensity rain
605,Gimli,CA,50.6336,-96.9907,22.19,86,9,13.33,clear sky
606,Emba,KZ,48.8264,58.1442,20.19,77,96,7.94,overcast clouds
607,Krk,HR,45.0258,14.5731,50.99,69,96,14.29,overcast clouds
608,Monastyryshche,UA,48.9909,29.8047,40.64,85,1,4.79,clear sky
609,Ahuimanu,US,21.4447,-157.8378,80.31,61,40,9.22,scattered clouds
610,Baruun-Urt,MN,46.6806,113.2792,15.8,90,50,9.84,scattered clouds
611,Intipuca,SV,13.1969,-88.0544,79.09,65,94,3.58,overcast clouds
612,Lumberton,US,34.6182,-79.0086,44.91,39,79,6.87,broken clouds
613,Rawson,AR,-43.3002,-65.1023,57.18,78,0,8.66,clear sky
614,Golden,US,39.7555,-105.2211,43.29,39,40,8.05,scattered clouds
615,Rogongon,PH,8.2333,124.3333,82.74,71,100,3.09,overcast clouds
616,Atbasar,KZ,51.8,68.3333,0.46,94,9,4.29,clear sky
617,Sterling,US,39.0062,-77.4286,43.57,48,90,4.61,overcast clouds
618,Te Anau,NZ,-45.4167,167.7167,63.57,41,1,3.09,clear sky
619,Yeniseysk,RU,58.4497,92.1703,19.87,94,100,6.78,light snow
620,Bonthe,SL,7.5264,-12.505,80.38,79,28,6.31,scattered clouds
621,Mamallapuram,IN,12.6264,80.1722,78.85,89,100,7.16,heavy intensity rain
622,Moisei,RO,47.6556,24.5401,38.52,90,99,3.87,overcast clouds
623,Kulhudhuffushi,MV,6.6221,73.07,79.93,81,100,9.13,overcast clouds
624,Seoul,KR,37.5683,126.9778,44.04,27,3,0.94,clear sky
625,Portales,US,34.1862,-103.3344,45.59,32,0,11.34,clear sky
626,Nouadhibou,MR,20.931,-17.0347,66.85,65,1,23.11,clear sky
627,Khani,GE,41.9563,42.9566,45.97,64,100,6.13,overcast clouds
628,Sainte-Marie,RE,-20.8968,55.5496,77.16,73,75,5.75,light rain
629,Parana,AR,-31.732,-60.5238,76.82,46,95,13.6,overcast clouds
630,Thinadhoo,MV,0.5333,72.9333,81.77,71,82,17.07,broken clouds
631,Gold Coast,AU,-28.0,153.4333,75.27,64,75,14.97,broken clouds
632,Euclides Da Cunha,BR,-10.5075,-39.0158,71.29,84,8,2.77,clear sky
633,Snezhnogorsk,RU,69.1933,33.2531,-16.82,96,80,7.43,broken clouds
634,Chervone,UA,49.9564,28.8645,37.9,89,3,6.49,clear sky
635,Pangkalanbuun,ID,-2.6833,111.6167,77.85,92,100,5.23,overcast clouds
636,Sayyan,YE,15.1718,44.3244,47.82,57,1,4.83,clear sky
637,Luau,AO,-10.7073,22.2247,61.88,97,100,1.95,overcast clouds
638,Shangzhi,CN,45.2167,127.9667,36.19,66,76,15.17,broken clouds
639,Cabedelo,BR,-6.9811,-34.8339,81.27,76,53,10.8,broken clouds
640,Dakar,SN,14.6937,-17.4441,76.08,76,1,22.39,clear sky
641,Hanyang,CN,32.1371,105.5126,49.14,78,100,0.67,overcast clouds
642,Berezovyy,RU,51.6667,135.7,20.12,83,100,1.83,overcast clouds
643,Solkan,SI,45.9714,13.6494,48.81,95,100,5.84,heavy intensity rain
644,Ranot,TH,7.7777,100.3213,79.99,82,97,8.48,light rain
645,Maragogi,BR,-9.0122,-35.2225,79.34,73,100,10.4,overcast clouds
646,Natal,BR,-5.795,-35.2094,81.25,83,40,9.22,scattered clouds
647,Nipawin,CA,53.3668,-104.0009,12.02,93,8,7.34,clear sky
648,Goderich,CA,43.7501,-81.7165,29.82,93,100,11.14,light snow
649,Batticaloa,LK,7.7102,81.6924,80.13,81,60,4.63,broken clouds
650,Iquique,CL,-20.2208,-70.1431,64.44,74,88,3.71,overcast clouds
651,Joshimath,IN,30.5667,79.5667,46.17,19,0,6.53,clear sky
652,Juegang,CN,32.3174,121.1855,56.59,70,95,7.49,overcast clouds
653,Hohhot,CN,40.8106,111.6522,35.33,56,47,1.34,scattered clouds
654,Oranjestad,AW,12.524,-70.027,80.55,83,40,11.5,scattered clouds
655,Saint-Joseph,RE,-21.3667,55.6167,75.58,84,91,3.24,light rain
656,Acari,PE,-15.4311,-74.6158,69.96,76,94,3.78,overcast clouds
657,Hauterive,FR,46.0901,3.4459,36.36,99,100,4.83,light rain
658,Patos De Minas,BR,-18.5789,-46.5181,66.67,92,0,2.13,clear sky
659,Agdas,AZ,40.65,47.4761,37.27,66,100,2.19,overcast clouds
660,Paducah,US,37.0834,-88.6001,48.42,48,1,4.61,clear sky
661,Half Moon Bay,US,37.4636,-122.4286,64.31,52,1,12.66,clear sky
662,Coari,BR,-4.085,-63.1414,75.16,95,92,1.92,overcast clouds
663,Les Cayes,HT,18.2,-73.75,74.48,84,93,7.67,overcast clouds
664,Glendive,US,47.1053,-104.7125,33.42,86,1,5.75,clear sky
665,Kavaratti,IN,10.5669,72.642,82.92,71,100,11.16,overcast clouds
666,Kon Tum,VN,14.35,108.0,72.75,83,100,6.17,light rain
667,Ambilobe,MG,-13.2,49.05,74.17,91,23,2.73,few clouds
668,Zalegoshch,RU,52.9008,36.8869,40.37,97,100,10.74,overcast clouds
669,Terrace Bay,CA,48.7834,-87.1,28.99,92,100,8.52,light snow
670,Kijang,KR,35.2442,129.2139,51.6,50,0,1.59,clear sky
671,Tazmalt,DZ,36.3868,4.3989,48.49,82,100,7.02,overcast clouds
672,Angoram,PG,-4.0625,144.0661,88.59,63,80,3.24,broken clouds
673,Ornskoldsvik,SE,63.2909,18.7153,15.62,100,90,2.3,overcast clouds
674,Veraval,IN,20.9,70.3667,73.99,64,94,7.76,overcast clouds
675,Fuling,CN,29.7022,107.3919,57.69,71,100,0.69,overcast clouds
676,Ballina,AU,-28.8667,153.5667,77.18,85,100,13.89,overcast clouds
677,Pajan,EC,-1.5667,-80.4167,74.8,79,96,4.38,overcast clouds
678,Mecca,SA,21.4267,39.8261,73.83,73,0,2.68,clear sky
679,Chimore,BO,-16.9833,-65.1333,73.45,98,69,1.74,broken clouds
680,Saint-Louis,SN,16.3333,-15.0,77.9,29,0,14.38,clear sky
681,Sola,VU,-13.8833,167.55,81.61,73,41,9.13,scattered clouds
682,Puerto El Triunfo,SV,13.2833,-88.55,80.76,72,62,6.06,broken clouds
683,Krasnoarmeyskiy,RU,47.0114,42.2072,44.65,93,100,8.72,overcast clouds
684,Djambala,CG,-2.5447,14.7533,65.91,94,92,2.98,overcast clouds
685,Deep River,CA,46.1001,-77.4995,18.55,85,18,4.29,few clouds
686,Agde,FR,43.3108,3.4758,42.66,75,75,12.66,broken clouds
687,Kununurra,AU,-15.7667,128.7333,98.58,28,6,10.36,clear sky
688,Walvis Bay,NA,-22.9575,14.5053,58.26,74,2,10.89,clear sky
689,Sobolevo,RU,54.4299,31.8996,35.49,90,100,12.86,overcast clouds
690,Sabha,LY,27.0377,14.4283,70.75,26,100,12.68,overcast clouds
691,San Raymundo,GT,14.7647,-90.5956,59.79,93,88,2.51,overcast clouds
692,Katobu,ID,-4.9408,122.5276,85.98,67,100,4.32,overcast clouds
693,Ariquemes,BR,-9.9133,-63.0408,74.08,96,98,3.33,overcast clouds
694,Beyneu,KZ,45.3167,55.2,31.19,52,75,12.19,broken clouds
